GpsTm=789200724,Flag=4,Longi=114.072803,Lati=22.755983,Speed=582(0.1km/h),Yaw=115(deg)
AcceSpeed(X/Y/Z)=2/-8/99 (0.01g), AngSpeed(X/Y/Z)=-38/-267/-1 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-16/104 (0.01g), AngSpeed(X/Y/Z)=939/-539/-546 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-17/98 (0.01g), AngSpeed(X/Y/Z)=939/-539/-546 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-15/103 (0.01g), AngSpeed(X/Y/Z)=343/119/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-21/108 (0.01g), AngSpeed(X/Y/Z)=343/119/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-20/95 (0.01g), AngSpeed(X/Y/Z)=343/119/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/106 (0.01g), AngSpeed(X/Y/Z)=343/119/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/107 (0.01g), AngSpeed(X/Y/Z)=343/119/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=-4/-17/101 (0.01g), AngSpeed(X/Y/Z)=343/119/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-22/110 (0.01g), AngSpeed(X/Y/Z)=212/-149/-182 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-19/106 (0.01g), AngSpeed(X/Y/Z)=212/-149/-182 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-14/106 (0.01g), AngSpeed(X/Y/Z)=212/-149/-182 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-18/99 (0.01g), AngSpeed(X/Y/Z)=212/-149/-182 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-19/108 (0.01g), AngSpeed(X/Y/Z)=212/-149/-182 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-20/102 (0.01g), AngSpeed(X/Y/Z)=212/-149/-182 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-15/97 (0.01g), AngSpeed(X/Y/Z)=90/-167/-179 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-17/102 (0.01g), AngSpeed(X/Y/Z)=90/-167/-179 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-17/102 (0.01g), AngSpeed(X/Y/Z)=90/-167/-179 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-18/106 (0.01g), AngSpeed(X/Y/Z)=90/-167/-179 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-15/101 (0.01g), AngSpeed(X/Y/Z)=90/-167/-179 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/104 (0.01g), AngSpeed(X/Y/Z)=90/-167/-179 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-16/93 (0.01g), AngSpeed(X/Y/Z)=110/-259/-197 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-18/105 (0.01g), AngSpeed(X/Y/Z)=110/-259/-197 (0.01deg/s)
AcceSpeed(X/Y/Z)=-4/-15/101 (0.01g), AngSpeed(X/Y/Z)=110/-259/-197 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-14/94 (0.01g), AngSpeed(X/Y/Z)=110/-259/-197 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-17/94 (0.01g), AngSpeed(X/Y/Z)=110/-259/-197 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-16/99 (0.01g), AngSpeed(X/Y/Z)=110/-259/-197 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-18/102 (0.01g), AngSpeed(X/Y/Z)=215/-270/-192 (0.01deg/s)
AcceSpeed(X/Y/Z)=9/-15/93 (0.01g), AngSpeed(X/Y/Z)=215/-270/-192 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-18/104 (0.01g), AngSpeed(X/Y/Z)=215/-270/-192 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-15/96 (0.01g), AngSpeed(X/Y/Z)=215/-270/-192 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-17/98 (0.01g), AngSpeed(X/Y/Z)=215/-270/-192 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-14/97 (0.01g), AngSpeed(X/Y/Z)=215/-270/-192 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-17/100 (0.01g), AngSpeed(X/Y/Z)=323/-293/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-16/96 (0.01g), AngSpeed(X/Y/Z)=323/-293/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-19/98 (0.01g), AngSpeed(X/Y/Z)=323/-293/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-16/100 (0.01g), AngSpeed(X/Y/Z)=323/-293/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-15/100 (0.01g), AngSpeed(X/Y/Z)=323/-293/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-14/99 (0.01g), AngSpeed(X/Y/Z)=323/-293/-173 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-19/104 (0.01g), AngSpeed(X/Y/Z)=323/-293/-156 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-14/94 (0.01g), AngSpeed(X/Y/Z)=294/-293/-156 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-16/99 (0.01g), AngSpeed(X/Y/Z)=294/-293/-156 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-12/96 (0.01g), AngSpeed(X/Y/Z)=294/-293/-156 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-14/104 (0.01g), AngSpeed(X/Y/Z)=294/-293/-156 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-17/93 (0.01g), AngSpeed(X/Y/Z)=294/-293/-156 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/94 (0.01g), AngSpeed(X/Y/Z)=294/-293/-156 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-12/98 (0.01g), AngSpeed(X/Y/Z)=206/-287/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-15/103 (0.01g), AngSpeed(X/Y/Z)=206/-287/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-12/88 (0.01g), AngSpeed(X/Y/Z)=206/-287/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-11/90 (0.01g), AngSpeed(X/Y/Z)=206/-287/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-22/99 (0.01g), AngSpeed(X/Y/Z)=206/-287/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/87 (0.01g), AngSpeed(X/Y/Z)=206/-287/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-11/100 (0.01g), AngSpeed(X/Y/Z)=227/-238/-125 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-14/103 (0.01g), AngSpeed(X/Y/Z)=227/-238/-125 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-16/100 (0.01g), AngSpeed(X/Y/Z)=227/-238/-125 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-15/100 (0.01g), AngSpeed(X/Y/Z)=227/-238/-125 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-22/102 (0.01g), AngSpeed(X/Y/Z)=227/-238/-125 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-15/106 (0.01g), AngSpeed(X/Y/Z)=227/-238/-125 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-15/107 (0.01g), AngSpeed(X/Y/Z)=227/-238/-125 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-16/94 (0.01g), AngSpeed(X/Y/Z)=378/-155/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-17/105 (0.01g), AngSpeed(X/Y/Z)=378/-155/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-10/103 (0.01g), AngSpeed(X/Y/Z)=378/-155/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-15/94 (0.01g), AngSpeed(X/Y/Z)=378/-155/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-11/95 (0.01g), AngSpeed(X/Y/Z)=378/-155/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-19/113 (0.01g), AngSpeed(X/Y/Z)=378/-155/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-19/97 (0.01g), AngSpeed(X/Y/Z)=323/-174/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-16/107 (0.01g), AngSpeed(X/Y/Z)=323/-174/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/105 (0.01g), AngSpeed(X/Y/Z)=323/-174/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-14/100 (0.01g), AngSpeed(X/Y/Z)=323/-174/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-18/108 (0.01g), AngSpeed(X/Y/Z)=323/-174/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=-5/-20/109 (0.01g), AngSpeed(X/Y/Z)=323/-174/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-12/99 (0.01g), AngSpeed(X/Y/Z)=98/-188/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-13/105 (0.01g), AngSpeed(X/Y/Z)=98/-188/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-18/104 (0.01g), AngSpeed(X/Y/Z)=98/-188/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/100 (0.01g), AngSpeed(X/Y/Z)=98/-188/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/106 (0.01g), AngSpeed(X/Y/Z)=98/-188/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-16/97 (0.01g), AngSpeed(X/Y/Z)=98/-188/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/107 (0.01g), AngSpeed(X/Y/Z)=98/-188/-89 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-19/103 (0.01g), AngSpeed(X/Y/Z)=86/-222/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-16/100 (0.01g), AngSpeed(X/Y/Z)=86/-222/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-14/103 (0.01g), AngSpeed(X/Y/Z)=86/-222/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-14/102 (0.01g), AngSpeed(X/Y/Z)=86/-222/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/103 (0.01g), AngSpeed(X/Y/Z)=86/-222/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-16/99 (0.01g), AngSpeed(X/Y/Z)=86/-222/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-16/106 (0.01g), AngSpeed(X/Y/Z)=187/-226/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-14/108 (0.01g), AngSpeed(X/Y/Z)=187/-226/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-13/94 (0.01g), AngSpeed(X/Y/Z)=187/-226/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-15/102 (0.01g), AngSpeed(X/Y/Z)=187/-226/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-20/101 (0.01g), AngSpeed(X/Y/Z)=187/-226/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-11/100 (0.01g), AngSpeed(X/Y/Z)=187/-226/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-14/101 (0.01g), AngSpeed(X/Y/Z)=187/-226/-91 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-14/98 (0.01g), AngSpeed(X/Y/Z)=261/-233/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-15/106 (0.01g), AngSpeed(X/Y/Z)=261/-233/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/98 (0.01g), AngSpeed(X/Y/Z)=261/-233/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/102 (0.01g), AngSpeed(X/Y/Z)=261/-233/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-14/105 (0.01g), AngSpeed(X/Y/Z)=261/-233/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-15/94 (0.01g), AngSpeed(X/Y/Z)=261/-233/-95 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-16/106 (0.01g), AngSpeed(X/Y/Z)=234/-225/-101 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-16/102 (0.01g), AngSpeed(X/Y/Z)=234/-225/-101 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-18/104 (0.01g), AngSpeed(X/Y/Z)=234/-225/-101 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-19/103 (0.01g), AngSpeed(X/Y/Z)=234/-225/-101 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-15/104 (0.01g), AngSpeed(X/Y/Z)=234/-225/-101 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-18/103 (0.01g), AngSpeed(X/Y/Z)=173/-234/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-16/101 (0.01g), AngSpeed(X/Y/Z)=173/-234/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-12/96 (0.01g), AngSpeed(X/Y/Z)=173/-234/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-13/105 (0.01g), AngSpeed(X/Y/Z)=173/-234/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-19/105 (0.01g), AngSpeed(X/Y/Z)=173/-234/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-13/97 (0.01g), AngSpeed(X/Y/Z)=173/-234/-110 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-14/103 (0.01g), AngSpeed(X/Y/Z)=91/-231/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-14/106 (0.01g), AngSpeed(X/Y/Z)=91/-231/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-18/105 (0.01g), AngSpeed(X/Y/Z)=91/-231/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-13/97 (0.01g), AngSpeed(X/Y/Z)=91/-231/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-14/111 (0.01g), AngSpeed(X/Y/Z)=91/-231/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-17/99 (0.01g), AngSpeed(X/Y/Z)=91/-231/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-6/97 (0.01g), AngSpeed(X/Y/Z)=91/-231/-115 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-14/109 (0.01g), AngSpeed(X/Y/Z)=98/-232/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-15/98 (0.01g), AngSpeed(X/Y/Z)=98/-232/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-11/97 (0.01g), AngSpeed(X/Y/Z)=98/-232/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-13/101 (0.01g), AngSpeed(X/Y/Z)=98/-232/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-14/106 (0.01g), AngSpeed(X/Y/Z)=98/-232/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-12/101 (0.01g), AngSpeed(X/Y/Z)=98/-232/-123 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-12/101 (0.01g), AngSpeed(X/Y/Z)=240/-190/-124 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-11/103 (0.01g), AngSpeed(X/Y/Z)=240/-190/-124 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-11/101 (0.01g), AngSpeed(X/Y/Z)=240/-190/-124 (0.01deg/s)
AcceSpeed(X/Y/Z)=9/-7/104 (0.01g), AngSpeed(X/Y/Z)=240/-190/-124 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-13/102 (0.01g), AngSpeed(X/Y/Z)=240/-190/-124 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-8/91 (0.01g), AngSpeed(X/Y/Z)=240/-190/-124 (0.01deg/s)
AcceSpeed(X/Y/Z)=7/-9/101 (0.01g), AngSpeed(X/Y/Z)=240/-176/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-12/102 (0.01g), AngSpeed(X/Y/Z)=355/-176/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-9/91 (0.01g), AngSpeed(X/Y/Z)=355/-176/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-6/101 (0.01g), AngSpeed(X/Y/Z)=355/-176/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-13/102 (0.01g), AngSpeed(X/Y/Z)=355/-176/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-7/93 (0.01g), AngSpeed(X/Y/Z)=355/-176/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-6/101 (0.01g), AngSpeed(X/Y/Z)=355/-176/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-14/97 (0.01g), AngSpeed(X/Y/Z)=339/-122/-136 (0.01deg/s)
AcceSpeed(X/Y/Z)=-4/-7/102 (0.01g), AngSpeed(X/Y/Z)=339/-122/-136 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-4/99 (0.01g), AngSpeed(X/Y/Z)=339/-122/-136 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-9/97 (0.01g), AngSpeed(X/Y/Z)=339/-122/-136 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-10/104 (0.01g), AngSpeed(X/Y/Z)=339/-122/-136 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-7/89 (0.01g), AngSpeed(X/Y/Z)=339/-122/-136 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-9/99 (0.01g), AngSpeed(X/Y/Z)=261/-171/-150 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-7/103 (0.01g), AngSpeed(X/Y/Z)=261/-171/-150 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-8/94 (0.01g), AngSpeed(X/Y/Z)=261/-171/-150 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-6/91 (0.01g), AngSpeed(X/Y/Z)=261/-171/-150 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-9/98 (0.01g), AngSpeed(X/Y/Z)=261/-171/-150 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-3/104 (0.01g), AngSpeed(X/Y/Z)=261/-171/-150 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-6/101 (0.01g), AngSpeed(X/Y/Z)=261/-171/-150 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-9/98 (0.01g), AngSpeed(X/Y/Z)=242/-171/-149 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-6/96 (0.01g), AngSpeed(X/Y/Z)=242/-171/-149 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-7/103 (0.01g), AngSpeed(X/Y/Z)=242/-171/-149 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-2/105 (0.01g), AngSpeed(X/Y/Z)=242/-171/-149 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-7/99 (0.01g), AngSpeed(X/Y/Z)=242/-171/-149 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-9/94 (0.01g), AngSpeed(X/Y/Z)=242/-171/-149 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-9/115 (0.01g), AngSpeed(X/Y/Z)=287/-198/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-8/100 (0.01g), AngSpeed(X/Y/Z)=287/-198/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-9/101 (0.01g), AngSpeed(X/Y/Z)=287/-198/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-2/106 (0.01g), AngSpeed(X/Y/Z)=287/-198/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-10/109 (0.01g), AngSpeed(X/Y/Z)=287/-198/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-7/103 (0.01g), AngSpeed(X/Y/Z)=287/-198/-146 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-3/102 (0.01g), AngSpeed(X/Y/Z)=249/-230/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-8/106 (0.01g), AngSpeed(X/Y/Z)=249/-230/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-7/101 (0.01g), AngSpeed(X/Y/Z)=249/-230/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-4/108 (0.01g), AngSpeed(X/Y/Z)=249/-230/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-11/103 (0.01g), AngSpeed(X/Y/Z)=249/-230/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-8/105 (0.01g), AngSpeed(X/Y/Z)=249/-230/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-1/107 (0.01g), AngSpeed(X/Y/Z)=249/-230/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-10/102 (0.01g), AngSpeed(X/Y/Z)=186/-232/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-9/108 (0.01g), AngSpeed(X/Y/Z)=186/-232/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-7/108 (0.01g), AngSpeed(X/Y/Z)=186/-232/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-7/100 (0.01g), AngSpeed(X/Y/Z)=186/-232/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-8/109 (0.01g), AngSpeed(X/Y/Z)=186/-232/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-3/95 (0.01g), AngSpeed(X/Y/Z)=186/-232/-130 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-8/109 (0.01g), AngSpeed(X/Y/Z)=134/-226/-120 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-12/104 (0.01g), AngSpeed(X/Y/Z)=134/-226/-120 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-5/104 (0.01g), AngSpeed(X/Y/Z)=134/-226/-120 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-4/104 (0.01g), AngSpeed(X/Y/Z)=134/-226/-120 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-8/103 (0.01g), AngSpeed(X/Y/Z)=134/-226/-120 (0.01deg/s)
AcceSpeed(X/Y/Z)=-5/-7/112 (0.01g), AngSpeed(X/Y/Z)=134/-226/-120 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-9/100 (0.01g), AngSpeed(X/Y/Z)=122/-244/-125 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-9/109 (0.01g), AngSpeed(X/Y/Z)=122/-244/-125 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-6/105 (0.01g), AngSpeed(X/Y/Z)=159/-212/-114 (0.01deg/s)
AcceSpeed(X/Y/Z)=9/-11/97 (0.01g), AngSpeed(X/Y/Z)=159/-212/-114 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-10/104 (0.01g), AngSpeed(X/Y/Z)=159/-212/-114 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-10/106 (0.01g), AngSpeed(X/Y/Z)=159/-212/-114 (0.01deg/s)
AcceSpeed(X/Y/Z)=9/-11/99 (0.01g), AngSpeed(X/Y/Z)=159/-212/-114 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-11/104 (0.01g), AngSpeed(X/Y/Z)=159/-212/-114 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-11/93 (0.01g), AngSpeed(X/Y/Z)=129/-168/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=129/-168/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-15/102 (0.01g), AngSpeed(X/Y/Z)=129/-168/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-11/91 (0.01g), AngSpeed(X/Y/Z)=129/-168/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-12/97 (0.01g), AngSpeed(X/Y/Z)=129/-168/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-14/101 (0.01g), AngSpeed(X/Y/Z)=129/-168/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-15/104 (0.01g), AngSpeed(X/Y/Z)=129/-168/-92 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-15/94 (0.01g), AngSpeed(X/Y/Z)=161/-156/-90 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-14/99 (0.01g), AngSpeed(X/Y/Z)=161/-156/-90 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-14/98 (0.01g), AngSpeed(X/Y/Z)=161/-156/-90 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-17/96 (0.01g), AngSpeed(X/Y/Z)=161/-156/-90 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-12/89 (0.01g), AngSpeed(X/Y/Z)=161/-156/-90 (0.01deg/s)
AcceSpeed(X/Y/Z)=-5/-19/106 (0.01g), AngSpeed(X/Y/Z)=161/-156/-90 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-12/107 (0.01g), AngSpeed(X/Y/Z)=282/-165/-106 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/92 (0.01g), AngSpeed(X/Y/Z)=282/-165/-106 (0.01deg/s)
AcceSpeed(X/Y/Z)=10/-19/96 (0.01g), AngSpeed(X/Y/Z)=282/-165/-106 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/-21/104 (0.01g), AngSpeed(X/Y/Z)=282/-165/-106 (0.01deg/s)
AcceSpeed(X/Y/Z)=-3/-6/95 (0.01g), AngSpeed(X/Y/Z)=282/-165/-106 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-15/108 (0.01g), AngSpeed(X/Y/Z)=282/-165/-106 (0.01deg/s)
AcceSpeed(X/Y/Z)=6/-18/98 (0.01g), AngSpeed(X/Y/Z)=304/-233/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-15/95 (0.01g), AngSpeed(X/Y/Z)=304/-233/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-8/89 (0.01g), AngSpeed(X/Y/Z)=304/-233/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-14/103 (0.01g), AngSpeed(X/Y/Z)=304/-233/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=-5/-6/94 (0.01g), AngSpeed(X/Y/Z)=304/-233/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=5/-28/95 (0.01g), AngSpeed(X/Y/Z)=304/-233/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=-1/-17/93 (0.01g), AngSpeed(X/Y/Z)=304/-233/-137 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-14/99 (0.01g), AngSpeed(X/Y/Z)=187/-242/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-21/113 (0.01g), AngSpeed(X/Y/Z)=187/-242/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=-2/-4/95 (0.01g), AngSpeed(X/Y/Z)=187/-242/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-14/89 (0.01g), AngSpeed(X/Y/Z)=187/-242/-140 (0.01deg/s)
AcceSpeed(X/Y/Z)=8/-17/119 (0.01g), AngSpeed(X/Y/Z)=187/-242/-140 (0.01deg/s)
